./main.o data_image.txt query_image.txt 10 0.5 1
Pre processing Time: 129 ms
a: 406 , b: 412 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571696 b1:-102400 b2:1091571695 theta: 263163.999994
a: 406 , b: 413 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571700 b1:-102400 b2:1091571699 theta: 263164.999994
a: 406 , b: 414 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571704 b1:-102400 b2:1091571703 theta: 263165.999994
a: 406 , b: 415 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571708 b1:-102400 b2:1091571707 theta: 263166.999994
a: 406 , b: 416 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571712 b1:-102400 b2:1091571711 theta: 263167.999994
a: 406 , b: 417 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571716 b1:-102400 b2:1091571715 theta: 263168.999994
a: 406 , b: 418 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571720 b1:-102400 b2:1091571719 theta: 263169.999994
a: 406 , b: 419 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571724 b1:-102400 b2:1091571723 theta: 263170.999994
a: 406 , b: 420 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571728 b1:-102400 b2:1091571727 theta: 263171.999994
a: 406 , b: 421 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571732 b1:-102400 b2:1091571731 theta: 263172.999994
a: 406 , b: 422 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571736 b1:-102400 b2:1091571735 theta: 263173.999994
a: 406 , b: 423 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571740 b1:-102400 b2:1091571739 theta: 263174.999994
a: 406 , b: 424 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571744 b1:-102400 b2:1091571743 theta: 263175.999994
a: 406 , b: 425 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571748 b1:-102400 b2:1091571747 theta: 263176.999994
a: 406 , b: 426 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571752 b1:-102400 b2:1091571751 theta: 263177.999994
a: 406 , b: 427 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571756 b1:-102400 b2:1091571755 theta: 263178.999994
a: 406 , b: 428 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571760 b1:-102400 b2:1091571759 theta: 263179.999994
a: 406 , b: 429 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571764 b1:-102400 b2:1091571763 theta: 263180.999994
a: 406 , b: 430 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571768 b1:-102400 b2:1091571767 theta: 263181.999994
a: 406 , b: 431 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091571772 b1:-102400 b2:1091571771 theta: 263182.999994
a: 407 , b: 264 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573312 b1:-102400 b2:1091573311 theta: 263567.999994
a: 407 , b: 265 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573316 b1:-102400 b2:1091573315 theta: 263568.999994
a: 407 , b: 266 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573320 b1:-102400 b2:1091573319 theta: 263569.999994
a: 407 , b: 267 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573324 b1:-102400 b2:1091573323 theta: 263570.999994
a: 407 , b: 268 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573328 b1:-102400 b2:1091573327 theta: 263571.999994
a: 407 , b: 269 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573332 b1:-102400 b2:1091573331 theta: 263572.999994
a: 407 , b: 270 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573336 b1:-102400 b2:1091573335 theta: 263573.999994
a: 407 , b: 271 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573340 b1:-102400 b2:1091573339 theta: 263574.999994
a: 407 , b: 272 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573344 b1:-102400 b2:1091573343 theta: 263575.999994
a: 407 , b: 273 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573348 b1:-102400 b2:1091573347 theta: 263576.999994
a: 407 , b: 274 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573352 b1:-102400 b2:1091573351 theta: 263577.999994
a: 407 , b: 275 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573356 b1:-102400 b2:1091573355 theta: 263578.999994
a: 407 , b: 276 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573360 b1:-102400 b2:1091573359 theta: 263579.999994
a: 407 , b: 277 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573364 b1:-102400 b2:1091573363 theta: 263580.999994
a: 407 , b: 278 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573368 b1:-102400 b2:1091573367 theta: 263581.999994
a: 407 , b: 279 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573372 b1:-102400 b2:1091573371 theta: 263582.999994
a: 407 , b: 280 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573376 b1:-102400 b2:1091573375 theta: 263583.999994
a: 407 , b: 281 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573380 b1:-102400 b2:1091573379 theta: 263584.999994
a: 407 , b: 282 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573384 b1:-102400 b2:1091573383 theta: 263585.999994
a: 407 , b: 283 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573388 b1:-102400 b2:1091573387 theta: 263586.999994
a: 407 , b: 284 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573392 b1:-102400 b2:1091573391 theta: 263587.999994
a: 407 , b: 285 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573396 b1:-102400 b2:1091573395 theta: 263588.999994
a: 407 , b: 286 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573400 b1:-102400 b2:1091573399 theta: 263589.999994
a: 407 , b: 287 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573404 b1:-102400 b2:1091573403 theta: 263590.999994
a: 407 , b: 288 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573408 b1:-102400 b2:1091573407 theta: 263591.999994
a: 407 , b: 289 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573412 b1:-102400 b2:1091573411 theta: 263592.999994
a: 407 , b: 290 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573416 b1:-102400 b2:1091573415 theta: 263593.999994
a: 407 , b: 291 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573420 b1:-102400 b2:1091573419 theta: 263594.999994
a: 407 , b: 292 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573424 b1:-102400 b2:1091573423 theta: 263595.999994
a: 407 , b: 293 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573428 b1:-102400 b2:1091573427 theta: 263596.999994
a: 407 , b: 294 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573432 b1:-102400 b2:1091573431 theta: 263597.999994
a: 407 , b: 295 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573436 b1:-102400 b2:1091573435 theta: 263598.999994
a: 407 , b: 200 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573056 b1:-102400 b2:1091573055 theta: 263503.999994
a: 407 , b: 201 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573060 b1:-102400 b2:1091573059 theta: 263504.999994
a: 407 , b: 202 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573064 b1:-102400 b2:1091573063 theta: 263505.999994
a: 407 , b: 203 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573068 b1:-102400 b2:1091573067 theta: 263506.999994
a: 407 , b: 204 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573072 b1:-102400 b2:1091573071 theta: 263507.999994
a: 407 , b: 205 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573076 b1:-102400 b2:1091573075 theta: 263508.999994
a: 407 , b: 206 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573080 b1:-102400 b2:1091573079 theta: 263509.999994
a: 407 , b: 207 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573084 b1:-102400 b2:1091573083 theta: 263510.999994
a: 407 , b: 208 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573088 b1:-102400 b2:1091573087 theta: 263511.999994
a: 407 , b: 209 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573092 b1:-102400 b2:1091573091 theta: 263512.999994
a: 407 , b: 210 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573096 b1:-102400 b2:1091573095 theta: 263513.999994
a: 407 , b: 211 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573100 b1:-102400 b2:1091573099 theta: 263514.999994
a: 407 , b: 212 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573104 b1:-102400 b2:1091573103 theta: 263515.999994
a: 407 , b: 213 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573108 b1:-102400 b2:1091573107 theta: 263516.999994
a: 407 , b: 214 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573112 b1:-102400 b2:1091573111 theta: 263517.999994
a: 407 , b: 215 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573116 b1:-102400 b2:1091573115 theta: 263518.999994
a: 407 , b: 216 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573120 b1:-102400 b2:1091573119 theta: 263519.999994
a: 407 , b: 217 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573124 b1:-102400 b2:1091573123 theta: 263520.999994
a: 407 , b: 218 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573128 b1:-102400 b2:1091573127 theta: 263521.999994
a: 407 , b: 219 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573132 b1:-102400 b2:1091573131 theta: 263522.999994
a: 407 , b: 220 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573136 b1:-102400 b2:1091573135 theta: 263523.999994
a: 407 , b: 221 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573140 b1:-102400 b2:1091573139 theta: 263524.999994
a: 407 , b: 222 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573144 b1:-102400 b2:1091573143 theta: 263525.999994
a: 407 , b: 223 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573148 b1:-102400 b2:1091573147 theta: 263526.999994
a: 407 , b: 224 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573152 b1:-102400 b2:1091573151 theta: 263527.999994
a: 407 , b: 225 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573156 b1:-102400 b2:1091573155 theta: 263528.999994
a: 407 , b: 226 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573160 b1:-102400 b2:1091573159 theta: 263529.999994
a: 407 , b: 227 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573164 b1:-102400 b2:1091573163 theta: 263530.999994
a: 407 , b: 228 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573168 b1:-102400 b2:1091573167 theta: 263531.999994
a: 407 , b: 229 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573172 b1:-102400 b2:1091573171 theta: 263532.999994
a: 407 , b: 230 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573176 b1:-102400 b2:1091573175 theta: 263533.999994
a: 407 , b: 231 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091573180 b1:-102400 b2:1091573179 theta: 263534.999994
a: 406 , b: 528 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572160 b1:-102400 b2:1091572159 theta: 263279.999994
a: 406 , b: 529 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572164 b1:-102400 b2:1091572163 theta: 263280.999994
a: 406 , b: 530 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572168 b1:-102400 b2:1091572167 theta: 263281.999994
a: 406 , b: 531 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572172 b1:-102400 b2:1091572171 theta: 263282.999994
a: 406 , b: 532 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572176 b1:-102400 b2:1091572175 theta: 263283.999994
a: 406 , b: 533 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572180 b1:-102400 b2:1091572179 theta: 263284.999994
a: 406 , b: 534 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572184 b1:-102400 b2:1091572183 theta: 263285.999994
a: 406 , b: 535 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572188 b1:-102400 b2:1091572187 theta: 263286.999994
a: 406 , b: 536 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572192 b1:-102400 b2:1091572191 theta: 263287.999994
a: 406 , b: 537 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572196 b1:-102400 b2:1091572195 theta: 263288.999994
a: 406 , b: 538 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572200 b1:-102400 b2:1091572199 theta: 263289.999994
a: 406 , b: 539 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572204 b1:-102400 b2:1091572203 theta: 263290.999994
a: 406 , b: 540 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572208 b1:-102400 b2:1091572207 theta: 263291.999994
a: 406 , b: 541 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572212 b1:-102400 b2:1091572211 theta: 263292.999994
a: 406 , b: 542 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572216 b1:-102400 b2:1091572215 theta: 263293.999994
a: 406 , b: 543 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572220 b1:-102400 b2:1091572219 theta: 263294.999994
a: 406 , b: 544 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572224 b1:-102400 b2:1091572223 theta: 263295.999994
a: 406 , b: 545 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572228 b1:-102400 b2:1091572227 theta: 263296.999994
a: 406 , b: 546 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572232 b1:-102400 b2:1091572231 theta: 263297.999994
a: 406 , b: 547 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572236 b1:-102400 b2:1091572235 theta: 263298.999994
a: 406 , b: 548 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572240 b1:-102400 b2:1091572239 theta: 263299.999994
a: 406 , b: 549 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572244 b1:-102400 b2:1091572243 theta: 263300.999994
a: 406 , b: 550 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572248 b1:-102400 b2:1091572247 theta: 263301.999994
a: 406 , b: 551 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572252 b1:-102400 b2:1091572251 theta: 263302.999994
a: 407 , b: 0 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572256 b1:-102400 b2:1091572255 theta: 263303.999994
a: 407 , b: 1 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572260 b1:-102400 b2:1091572259 theta: 263304.999994
a: 407 , b: 2 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572264 b1:-102400 b2:1091572263 theta: 263305.999994
a: 407 , b: 3 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572268 b1:-102400 b2:1091572267 theta: 263306.999994
a: 407 , b: 4 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572272 b1:-102400 b2:1091572271 theta: 263307.999994
a: 407 , b: 5 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572276 b1:-102400 b2:1091572275 theta: 263308.999994
a: 407 , b: 6 p: 0 q: 0 r: 0 , s: 0 , a1*N+b1: 0 , a2*N+b2: 0 , a1*N+b2: 0 ,a2*N+b1: 0 ,a1:0 a2:1091572280 b1:-102400 b2:1091572279 theta: 263309.999994
